Mileage,Maintenance_History,Reported_Issues,Vehicle_Age,Engine_Size,Odometer_Reading,Insurance_Premium,Service_History,Accident_History,Fuel_Efficiency,Tire_Condition,Brake_Condition,Battery_Status,Need_Maintenance,Vehicle_Model_Bus,Vehicle_Model_Car,Vehicle_Model_Motorcycle,Vehicle_Model_SUV,Vehicle_Model_Truck,Vehicle_Model_Van,Fuel_Type_Diesel,Fuel_Type_Electric,Fuel_Type_Petrol,Transmission_Type_Automatic,Transmission_Type_Manual,Owner_Type_First,Owner_Type_Second,Owner_Type_Third,Days_Since_Last_Service,Warranty_Expired
75536,1,2,7,1000,17899,5236,1,3,16,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,715,1
72183,0,3,9,800,15559,10183,9,2,14,2,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,543,0
38471,0,5,10,2500,18488,9218,1,2,17,2,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,689,1
59860,1,5,8,800,75395,25210,4,2,13,1,0,2,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,517,0
67290,1,0,1,800,108144,20166,2,3,14,2,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,688,1
72139,0,0,2,2500,56277,9450,6,1,19,2,1,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,528,1
77885,1,4,6,2500,145151,20152,1,3,14,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,506,0
40042,2,5,6,800,107718,28337,5,0,11,1,0,2,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,486,1
51626,2,2,9,1000,105690,19580,1,1,14,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,565,0
49293,1,1,7,2000,80447,18136,2,0,14,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,777,0
55274,0,2,2,800,96853,12442,5,3,19,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,613,0
35056,1,3,1,2500,133593,19947,4,1,11,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,734,1
53864,0,1,7,800,24365,18194,9,1,17,2,2,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,686,1
33951,1,5,7,2500,89464,29758,8,3,18,1,2,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,524,1
74844,1,2,1,1000,132146,15988,2,3,17,2,2,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,711,1
69049,0,1,10,1000,128807,22143,5,2,12,0,2,2,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,533,1
66388,2,0,7,1500,132434,22223,6,0,10,0,2,2,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,564,0
67726,2,5,3,2000,59293,7574,9,2,19,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,769,1
71244,1,0,6,2500,13390,29289,7,2,19,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,662,1
76614,2,5,9,1000,142202,5206,1,1,17,2,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,778,1
61982,2,2,6,800,16493,17908,9,0,13,0,0,2,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,471,0
34348,0,4,2,2000,75338,24403,8,0,12,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,722,0
47131,1,5,8,800,114433,15948,4,2,15,0,2,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,742,1
45537,2,2,5,1500,121450,18490,1,1,13,1,2,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,741,0
70165,0,2,7,2500,2297,24476,5,2,16,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,737,1
58348,0,0,5,1500,60729,16818,10,1,14,0,1,2,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,588,1
78858,2,4,2,1000,98120,16255,2,0,14,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,760,0
37760,1,5,2,2000,17939,18635,7,3,17,2,2,2,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,742,1
44426,0,3,8,2000,64435,13457,5,0,14,0,0,2,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,491,0
49060,0,4,6,2500,13011,12616,6,1,18,1,2,2,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,634,1
55262,0,1,4,800,112052,12004,8,2,10,1,1,2,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,741,0
60919,1,2,9,2500,54449,11033,10,3,18,2,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,465,1
73580,2,4,3,2000,145454,27287,8,0,11,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,649,0
77721,0,5,9,1500,146328,27147,4,1,16,1,1,2,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,520,1
53248,2,2,2,2500,87615,7815,1,0,14,2,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,499,1
37068,2,1,6,2000,66984,7218,4,2,13,2,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,753,0
63334,1,2,10,800,49162,20154,4,2,17,0,2,2,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,733,0
52467,2,5,2,2500,93895,7884,9,2,15,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,644,1
74264,0,4,4,2000,125878,12376,2,2,18,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,617,0
39875,2,0,3,800,32597,18644,3,0,14,2,2,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,721,1
30294,2,1,1,1000,53952,7332,7,0,10,2,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,688,1
77870,2,2,2,2000,90015,6936,4,3,11,0,0,2,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,645,1
56366,0,0,4,800,115774,21339,2,0,16,0,2,2,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,640,1
39856,0,3,10,800,136987,26527,8,1,15,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,523,0
42767,1,4,1,1500,127179,11180,9,3,18,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,496,1
52140,1,3,8,2000,148297,29697,6,2,19,1,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,668,0
37922,1,3,4,1500,110120,9849,9,2,11,0,2,2,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,687,0
37427,2,2,5,2000,80657,21113,4,2,15,2,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,487,1
72462,0,2,7,800,137430,16640,5,2,12,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,556,0
66299,0,5,5,2500,83001,12286,3,3,11,1,0,2,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,528,0
67557,0,1,3,1000,149802,10530,6,1,19,1,2,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,744,1
71441,2,3,4,2500,102263,21941,4,2,16,2,1,2,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,592,0
73602,1,5,7,2000,106559,27610,3,2,14,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,642,1
72882,1,0,3,1500,120135,7697,3,2,19,0,2,2,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,688,0
49808,0,0,8,2500,91339,23021,4,1,16,0,2,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,700,1
73499,0,1,6,800,44012,27944,8,0,14,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,553,1
70017,2,0,6,2000,100477,27071,1,0,10,2,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,786,0
44624,0,4,5,2500,40079,24438,2,3,15,0,2,2,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,710,1
58157,1,0,3,1000,124768,28809,9,1,12,1,2,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,772,0
36952,1,1,2,1000,27361,13934,6,0,18,2,1,2,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,512,1
60293,1,1,6,2000,77163,15634,7,2,15,2,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,605,1
73404,0,1,6,2500,16454,27052,9,3,10,0,2,2,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,592,1
74909,0,1,7,2500,95946,23953,4,2,16,1,2,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,530,0
68639,2,4,9,2000,123099,5521,9,1,14,2,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,777,0
35209,2,0,10,800,15587,9569,7,3,11,1,1,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,518,0
48749,0,1,4,2500,7126,23302,6,0,16,2,1,2,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,630,0
73442,0,0,7,1500,131122,23714,9,3,12,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,507,0
75974,2,3,4,1000,124919,17142,4,0,10,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,734,1
38356,0,3,5,2500,88787,21606,8,2,13,0,2,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,504,1
66196,1,2,9,2500,148234,25541,10,1,13,0,1,2,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,472,1
56215,2,2,9,2500,49383,25997,5,2,11,0,0,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,710,1
71631,1,2,1,1000,124890,9496,7,0,18,1,2,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,776,0
51344,1,2,5,2000,143140,14276,3,1,14,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,622,1
67183,2,1,6,1500,60838,18712,6,2,19,0,2,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,728,1
45433,1,2,2,1000,132184,14020,2,0,10,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,495,0
71062,1,4,5,800,45388,9581,8,3,10,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,657,0
74657,2,2,2,1000,131432,17820,10,0,10,1,2,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,619,1
45196,2,5,10,1500,84655,24618,3,0,18,0,2,2,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,787,1
48107,2,3,7,1500,144847,16602,1,3,12,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,758,1
64421,2,1,5,1000,101531,21166,9,0,19,2,2,2,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,787,1
54789,1,4,8,800,52758,22235,3,3,18,1,2,2,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,646,1
66820,0,0,6,800,82706,7853,4,2,16,0,1,2,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,482,0
41183,2,3,9,800,95685,27597,2,1,13,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,649,1
68002,1,0,8,2500,48749,14678,3,2,16,0,1,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,677,1
48643,1,3,5,1500,33868,18255,4,2,11,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,712,1
34433,2,2,9,2000,74400,27254,9,1,19,2,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,561,0
59971,2,2,4,2000,99139,9556,6,2,18,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,622,1
55340,0,0,3,1500,42288,14870,1,3,19,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,519,1
46057,2,4,8,1500,77162,8548,7,0,14,1,2,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,631,1
47725,2,4,4,1500,8645,16008,5,0,13,2,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,711,1
54873,2,5,4,800,6998,29961,2,2,18,1,2,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,563,0
76220,0,3,9,1500,16356,16593,8,0,17,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,680,0
42033,1,5,7,2000,78005,21130,10,2,14,1,0,2,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,663,1
57001,2,5,10,2500,82982,9880,2,1,10,0,0,2,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,672,1
71040,2,1,2,2500,127322,24609,2,2,10,2,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,774,1
50080,2,0,6,2000,102722,16537,4,1,14,1,2,2,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,571,1
76428,2,2,4,1000,81764,27889,9,3,18,0,0,2,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,632,1
56834,2,5,3,1000,7225,15784,1,1,16,0,2,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,727,1
38618,0,4,8,2500,77562,13752,7,2,16,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,714,0
32751,1,2,9,2000,133342,21829,1,0,18,0,1,2,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,623,1
31051,2,3,6,2000,70983,8139,8,3,14,2,2,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,473,0
33612,0,4,4,2000,85696,7536,3,2,16,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,642,1
77640,2,4,8,1500,143640,8810,4,2,13,1,2,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,551,0
45061,1,3,2,1000,92986,28047,6,0,19,1,2,2,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,545,1
31992,2,3,2,800,120891,12685,2,2,19,2,2,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,625,1
68383,1,1,2,2500,110567,25622,1,1,17,1,2,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,628,0
71491,2,1,1,1500,129708,27662,5,0,15,2,0,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,662,1
58047,2,5,5,1500,82115,22168,9,0,15,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,718,0
55977,2,4,8,2500,34562,20282,8,2,15,0,2,2,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,589,1
72368,1,3,9,1000,112725,20426,10,3,16,2,2,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,521,1
51129,0,0,3,1500,29861,10092,6,2,13,2,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,660,1
76696,0,0,9,1000,103219,11523,9,2,14,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,588,1
31065,1,5,6,2000,52423,18312,5,0,12,2,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,716,1
45593,0,4,3,1500,83818,13277,1,1,19,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,753,1
75571,2,4,9,2500,61186,26680,3,0,13,1,1,2,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,701,1
55076,2,2,5,2500,113498,27555,6,3,11,0,2,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,622,0
40451,2,3,2,800,32038,26040,3,0,13,0,2,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,466,0
58235,0,3,7,2000,145864,28026,7,3,19,2,0,2,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,465,0
57687,0,4,1,1000,34024,26769,3,3,18,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,539,0
69183,2,0,9,1500,10405,19274,3,2,11,1,2,2,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,640,0
49239,1,0,3,800,66868,16327,1,1,19,2,2,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,499,1
44517,2,1,6,2500,53092,24635,8,3,17,2,2,2,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,609,1
47390,1,0,9,1000,29840,27185,3,1,13,0,2,2,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,486,0
48864,1,4,3,2000,84529,16398,5,2,17,0,2,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,719,0
42156,2,3,7,1500,10958,12520,4,0,14,0,2,2,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,550,0
48145,2,0,3,1500,119563,29219,6,2,17,1,2,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,760,0
41536,1,0,7,2500,23237,7323,6,3,17,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,625,1
68501,2,5,5,2000,149586,10673,3,1,15,0,2,2,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,741,0
32590,2,4,7,2500,136426,21577,3,1,13,1,0,2,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,765,0
32486,1,1,2,800,25041,18167,1,3,19,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,529,0
48038,1,3,5,1500,9683,29520,3,2,19,0,2,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,683,1
30840,1,5,9,1000,37017,19770,6,1,12,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,489,1
53416,1,3,7,2500,9717,19452,4,0,10,0,2,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,584,0
47005,2,0,6,2000,69187,24279,8,3,12,0,2,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,603,1
45687,1,1,2,2500,8221,5141,1,0,15,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,686,1
57273,0,2,6,800,146974,13771,6,3,15,1,2,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,522,1
50658,2,5,8,2500,144021,10306,4,3,16,2,2,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,563,0
54201,1,4,7,800,92171,25658,8,2,10,0,2,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,753,0
55715,0,2,3,1500,67171,12356,2,2,19,2,2,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,575,0
49215,0,0,10,800,85575,16018,9,3,12,0,2,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,478,1
49485,1,3,3,800,66861,10139,7,3,14,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,751,1
52295,0,3,7,800,66348,11389,9,1,10,2,2,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,736,1
62978,2,2,1,800,16015,18477,7,0,11,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,467,1
72064,0,2,7,2500,79198,14667,4,0,12,2,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,593,1
33132,1,4,1,2500,89384,23136,9,0,19,2,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,760,0
78349,2,2,4,2000,66643,27342,7,0,17,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,522,0
31512,1,5,3,2500,100454,18559,2,2,17,2,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,784,1
48342,1,4,3,1000,6114,21733,1,1,10,1,2,2,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,636,0
76782,0,2,8,1000,42108,20471,4,1,16,2,0,2,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,476,0
47626,0,3,1,2000,20432,29430,4,1,17,2,2,2,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,689,1
32261,1,0,1,1000,17037,17331,3,3,17,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,688,1
56536,1,0,2,1000,105831,11133,7,1,16,0,2,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,487,1
40936,2,4,9,2500,40824,14295,2,3,13,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,691,1
78547,0,0,6,2000,97156,20254,2,3,17,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,599,1
53258,0,2,7,2000,88646,27071,3,0,18,2,1,2,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,756,1
64602,2,3,7,1500,95354,19727,8,2,18,2,2,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,493,1
39997,0,5,6,800,70786,10477,2,2,16,0,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,670,1
74191,1,1,2,1000,111681,5980,6,1,15,2,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,544,0
62231,1,2,2,2000,148796,13896,5,2,18,0,2,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,518,1
39598,2,4,2,1000,118110,15821,6,1,14,0,0,2,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,608,0
30882,1,0,5,2500,105550,10191,4,0,14,0,1,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,727,0
71873,2,5,1,1500,123243,6469,6,1,11,2,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,715,1
48564,1,2,9,1500,72815,14046,4,0,14,2,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,703,1
74429,0,3,3,1500,36615,14231,3,0,18,1,1,2,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,676,1
56056,2,0,4,2500,111368,23579,7,1,15,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,611,0
74159,2,1,2,800,105766,15445,10,0,17,0,1,2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,669,0
76425,2,5,9,2500,40372,12776,8,3,13,1,2,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,465,0
38917,2,2,6,800,99850,24909,2,0,17,1,0,2,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,666,0
62983,0,2,9,1500,115128,29998,1,0,11,0,0,2,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,514,0
38932,2,0,9,2500,2523,26825,6,2,19,0,1,2,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,763,0
35676,2,2,2,1500,106222,12679,4,1,19,1,2,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,567,1
34734,0,2,8,1000,25413,14565,2,0,15,0,2,2,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,523,0
68516,1,1,2,1000,11370,15123,10,3,10,0,2,2,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,599,1
41997,1,0,9,800,6233,7231,8,1,11,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,709,1
34689,0,4,1,1500,61785,6944,2,1,19,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,479,0
51044,0,1,8,2000,82988,25616,8,2,18,0,1,2,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,607,1
44161,2,3,10,2000,88633,24357,2,0,14,1,1,2,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,488,0
52142,1,4,4,800,119320,16807,5,3,10,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,686,0
35571,1,5,9,1500,51085,18396,4,1,13,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,695,0
70094,2,5,9,800,82339,15583,1,0,14,2,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,664,1
35965,1,1,4,2000,52036,19881,9,2,15,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,470,1
54444,2,2,4,2000,75792,10446,5,1,17,0,0,2,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,573,0
74807,2,5,8,2000,5626,29167,7,2,17,1,2,2,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,746,1
62410,0,5,10,1500,18199,13557,3,0,15,1,2,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,751,0
62460,2,4,3,1500,62174,15389,2,1,15,1,1,2,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,611,0
67582,0,0,8,800,121556,19379,6,0,10,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,569,1
40815,0,0,7,800,119648,19340,1,2,18,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,577,0
78855,0,2,4,2000,23498,20925,9,1,13,2,1,2,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,585,0
46280,2,0,1,1500,77076,16135,5,3,15,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,676,0
57410,0,4,3,1500,27318,15444,1,3,19,2,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,626,1
48214,2,2,6,1000,61683,25743,6,3,18,0,2,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,558,0
57924,2,1,6,800,76117,25680,9,2,15,0,2,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,625,0
32051,1,1,3,1500,13208,6360,4,1,13,2,2,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,572,1
31520,1,4,8,1000,126455,10271,3,0,19,0,0,2,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,767,0
58970,1,2,3,2000,34192,14913,9,3,17,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,472,1
73550,2,3,3,800,28756,8812,1,2,15,2,0,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,569,0
45787,0,3,9,2000,7891,26318,3,0,17,2,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,580,1
38458,2,4,6,2000,125321,23409,7,1,10,2,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,659,0
73296,0,4,4,2000,45969,25813,1,3,13,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,541,1
67582,2,2,6,1000,9836,21721,4,2,13,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,785,1
45796,1,0,4,2500,20856,16587,1,1,12,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,700,0
47723,0,4,8,2500,33935,25324,4,1,12,1,1,2,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,756,1
56587,2,2,3,2500,5102,23022,1,2,12,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,712,0
72332,2,4,4,800,42965,9239,7,3,15,2,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,505,1
74055,0,5,7,2000,99915,6624,9,0,16,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,487,0
79058,0,0,9,2500,58285,24690,10,1,12,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,753,0
52441,0,3,9,1500,39163,28595,4,2,19,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,573,1
79410,1,2,1,2000,121057,10047,10,3,19,2,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,664,1
35280,0,4,5,2500,25389,20007,2,3,16,0,1,2,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,687,0
77500,1,4,3,1000,73141,16717,1,2,18,2,1,2,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,528,1
33195,0,4,1,2500,28385,26063,9,2,11,2,2,2,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,498,0
72211,0,2,9,2500,65887,24991,3,0,18,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,543,1
47449,1,3,3,2500,113630,23014,3,2,12,2,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,485,1
60236,0,1,6,2500,127354,10377,2,3,11,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,458,0
